id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B|B	B|DC	B|Ery	B|Gran	B|HSPC	B|Mono	B|T	DC|B	DC|DC	DC|Ery	DC|Gran	DC|HSPC	DC|Mono	DC|T	Ery|B	Ery|DC	Ery|Ery	Ery|Gran	Ery|HSPC	Ery|Mono	Ery|T	Gran|B	Gran|DC	Gran|Ery	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|T	HSPC|B	HSPC|DC	HSPC|Ery	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|T	Mono|B	Mono|DC	Mono|Ery	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|T	T|B	T|DC	T|Ery	T|Gran	T|HSPC	T|Mono	T|T
CPI-SS0280EF69B	VCAN_VEGFA	simple:P13611	simple:P15692	VCAN	VEGFA	False	False	False	user_curated	False	0.088	0.083	0.0	0.119	0.078	0.126	0.0	0.37	0.364	0.0	0.401	0.36	0.408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.346	1.341	0.0	1.377	1.337	1.384	0.0	0.036	0.03	0.0	0.067	0.026	0.074	0.0	1.471	1.466	0.0	1.502	1.462	1.509	0.0	0.06	0.055	0.0	0.091	0.051	0.098	0.0
CPI-SS07FF77061	RET_VEGFA	simple:P07949	simple:P15692	RET	VEGFA	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.011	0.0	0.048	0.007	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS002DA4C91	FGFR1_EPHA2	simple:P11362	simple:P29317	FGFR1	EPHA2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS071C34408	LDLR_UBA52	simple:P01130	simple:P62987	LDLR	UBA52	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.586	1.636	1.255	1.545	1.52	1.524	1.623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.671	1.721	1.34	1.63	1.605	1.609	1.708	1.62	1.67	1.289	1.579	1.554	1.559	1.657	1.654	1.705	1.324	1.613	1.589	1.593	1.692	1.616	1.667	1.286	1.575	1.551	1.555	1.654
CPI-SS03886FA00	ADRB2_UBA52	simple:P07550	simple:P62987	ADRB2	UBA52	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.554	1.604	1.223	1.512	1.488	1.492	1.591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.563	1.613	1.232	1.521	1.497	1.501	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.567	1.618	1.237	1.526	1.502	1.506	1.605	1.581	1.632	1.251	1.54	1.516	1.52	1.619
CPI-SS0151341E0	NOTCH1_UBA52	simple:P46531	simple:P62987	NOTCH1	UBA52	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.567	1.617	1.236	1.525	1.501	1.505	1.604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.595	1.645	1.264	1.554	1.529	1.533	1.632	1.575	1.625	1.244	1.533	1.509	1.513	1.612	1.58	1.631	1.249	1.539	1.515	1.519	1.618	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0726A9CCA	ERBB2_UBA52	simple:P04626	simple:P62987	ERBB2	UBA52	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.552	1.602	1.221	1.511	1.486	1.491	1.589	1.555	1.606	1.225	1.514	1.49	1.494	1.593	1.55	1.6	1.219	1.508	1.484	1.488	1.587	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS00CF7ADDC	TLR4_UBA52	simple:O00206	simple:P62987	TLR4	UBA52	False	False	False	user_curated	False	1.564	1.614	1.233	1.523	1.498	1.503	1.601	1.614	1.665	1.284	1.573	1.549	1.553	1.652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.735	1.785	1.404	1.693	1.669	1.673	1.772	1.571	1.621	1.24	1.529	1.505	1.509	1.608	1.747	1.798	1.417	1.706	1.682	1.686	1.785	1.607	1.658	1.277	1.566	1.542	1.546	1.645
CPI-SS065FFAF5E	TGFBR1_UBA52	simple:P36897	simple:P62987	TGFBR1	UBA52	False	False	False	user_curated	False	1.583	1.634	1.253	1.542	1.518	1.522	1.621	1.606	1.657	1.276	1.565	1.541	1.545	1.644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.584	1.634	1.253	1.543	1.518	1.522	1.621	1.576	1.626	1.245	1.534	1.51	1.514	1.613	1.586	1.637	1.256	1.545	1.521	1.525	1.624	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0DC9E4DF9	TGFBR2_UBA52	simple:P37173	simple:P62987	TGFBR2	UBA52	False	False	False	user_curated	False	1.696	1.746	1.365	1.655	1.63	1.634	1.733	1.664	1.715	1.334	1.623	1.599	1.603	1.702	1.665	1.715	1.334	1.623	1.599	1.603	1.702	1.611	1.662	1.281	1.57	1.546	1.55	1.649	1.599	1.649	1.268	1.557	1.533	1.537	1.636	1.627	1.678	1.297	1.586	1.562	1.566	1.665	1.628	1.679	1.298	1.587	1.563	1.567	1.666
CPI-SS0649F034F	CALM3_AR	simple:P0DP25	simple:P10275	CALM3	AR	False	False	False	user_curated	False	0.0	0.167	0.0	0.138	0.135	0.12	0.0	0.0	0.177	0.0	0.148	0.144	0.13	0.0	0.0	0.491	0.0	0.462	0.459	0.444	0.0	0.0	0.324	0.0	0.295	0.292	0.277	0.0	0.0	0.259	0.0	0.229	0.226	0.211	0.0	0.0	0.287	0.0	0.258	0.255	0.24	0.0	0.0	0.124	0.0	0.095	0.091	0.077	0.0
CPI-SS070ABC196	PSAP_AR	simple:P07602	simple:P10275	PSAP	AR	False	False	False	user_curated	False	0.0	0.211	0.0	0.181	0.178	0.163	0.0	0.0	0.477	0.0	0.448	0.444	0.43	0.0	0.0	0.283	0.0	0.254	0.25	0.236	0.0	0.0	0.777	0.0	0.747	0.744	0.729	0.0	0.0	0.223	0.0	0.194	0.19	0.176	0.0	0.0	0.941	0.0	0.912	0.908	0.894	0.0	0.0	0.265	0.0	0.235	0.232	0.217	0.0
CPI-SS0C19D082D	PLXNB2_ANG	simple:O15031	simple:P03950	PLXNB2	ANG	False	False	False	user_curated	False	0.029	0.024	0.0	0.039	0.022	0.052	0.0	0.085	0.08	0.0	0.095	0.078	0.108	0.0	0.066	0.061	0.0	0.075	0.058	0.089	0.0	0.166	0.161	0.0	0.175	0.158	0.189	0.0	0.044	0.039	0.0	0.053	0.036	0.067	0.0	0.194	0.189	0.0	0.204	0.187	0.217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS054624553	INSR_CALM1	simple:P06213	simple:P0DP23	INSR	CALM1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.909	0.772	0.196	0.801	0.418	0.673	1.164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.882	0.744	0.169	0.774	0.391	0.646	1.136	0.855	0.718	0.143	0.747	0.365	0.619	1.11	0.861	0.723	0.148	0.752	0.37	0.624	1.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03EC5E8EB	ABCA1_CALM1	simple:O95477	simple:P0DP23	ABCA1	CALM1	False	False	False	user_curated	False	0.823	0.686	0.111	0.715	0.333	0.587	1.078	0.83	0.693	0.118	0.722	0.34	0.594	1.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.851	0.713	0.138	0.742	0.36	0.614	1.105	0.839	0.701	0.126	0.731	0.348	0.603	1.093	0.873	0.735	0.16	0.765	0.382	0.636	1.127	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0EFBB65F4	KCNN4_CALM1	simple:O15554	simple:P0DP23	KCNN4	CALM1	False	False	False	user_curated	False	0.861	0.724	0.149	0.753	0.371	0.625	1.116	0.846	0.709	0.134	0.738	0.356	0.61	1.101	0.857	0.719	0.144	0.749	0.366	0.621	1.111	0.842	0.704	0.129	0.733	0.351	0.605	1.096	0.826	0.688	0.113	0.717	0.335	0.589	1.08	0.848	0.71	0.135	0.74	0.357	0.612	1.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0565456DB	HMMR_CALM1	simple:O75330	simple:P0DP23	HMMR	CALM1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.028	0.891	0.315	0.92	0.537	0.792	1.283	0.813	0.676	0.101	0.705	0.323	0.577	1.068	0.82	0.683	0.108	0.712	0.33	0.584	1.075	0.814	0.677	0.102	0.706	0.324	0.578	1.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F6115075	INSR_CALM2	simple:P06213	simple:P0DP24	INSR	CALM2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.486	0.748	0.574	0.741	0.65	0.651	0.657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.459	0.721	0.547	0.713	0.622	0.624	0.629	0.432	0.695	0.521	0.687	0.596	0.597	0.603	0.438	0.7	0.526	0.692	0.601	0.602	0.608	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS05F06B713	ABCA1_CALM2	simple:O95477	simple:P0DP24	ABCA1	CALM2	False	False	False	user_curated	False	0.4	0.663	0.488	0.655	0.564	0.565	0.571	0.407	0.67	0.496	0.662	0.571	0.572	0.578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.427	0.69	0.516	0.682	0.591	0.592	0.598	0.416	0.678	0.504	0.671	0.58	0.581	0.587	0.45	0.712	0.538	0.704	0.613	0.614	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS05F7D222D	INSR_CALM3	simple:P06213	simple:P0DP25	INSR	CALM3	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.206	0.216	0.53	0.363	0.298	0.326	0.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.179	0.189	0.503	0.336	0.27	0.299	0.135	0.153	0.162	0.477	0.31	0.244	0.273	0.109	0.158	0.167	0.482	0.315	0.249	0.278	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BBDA0C3F	ESR1_CALM3	simple:P03372	simple:P0DP25	ESR1	CALM3	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.109	0.118	0.433	0.266	0.2	0.229	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A588506B	ABCA1_CALM3	simple:O95477	simple:P0DP25	ABCA1	CALM3	False	False	False	user_curated	False	0.121	0.13	0.444	0.278	0.212	0.24	0.077	0.128	0.137	0.452	0.285	0.219	0.248	0.084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.157	0.472	0.305	0.239	0.268	0.104	0.136	0.146	0.46	0.293	0.227	0.256	0.092	0.17	0.179	0.494	0.327	0.261	0.29	0.126	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FB2F97CA	ADCY9_GNAI2	simple:O60503	simple:P04899	ADCY9	GNAI2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.297	0.538	0.037	0.639	0.375	0.632	0.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.305	0.546	0.045	0.647	0.383	0.64	0.186	0.292	0.533	0.032	0.634	0.37	0.627	0.173	0.292	0.533	0.032	0.634	0.37	0.627	0.173	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS034060D56	S1PR4_GNAI2	simple:O95977	simple:P04899	S1PR4	GNAI2	False	False	False	user_curated	False	0.303	0.544	0.042	0.645	0.381	0.637	0.184	0.336	0.577	0.076	0.678	0.414	0.671	0.217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.329	0.57	0.069	0.672	0.407	0.664	0.211	0.411	0.651	0.15	0.753	0.489	0.745	0.292	0.323	0.564	0.063	0.665	0.401	0.658	0.204	0.45	0.691	0.19	0.792	0.528	0.785	0.331
CPI-SS0656275A7	TLR2_ANXA2	simple:O60603	simple:P07355	TLR2	ANXA2	False	False	False	user_curated	False	0.156	0.603	0.0	0.724	0.238	0.619	0.077	0.182	0.629	0.0	0.75	0.264	0.645	0.103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.188	0.635	0.0	0.756	0.269	0.65	0.109	0.164	0.61	0.0	0.731	0.245	0.626	0.084	0.187	0.634	0.0	0.755	0.269	0.649	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS053D86BD9	DYSF_ANXA2	simple:O75923	simple:P07355	DYSF	ANXA2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.197	0.643	0.0	0.764	0.278	0.659	0.117	0.172	0.619	0.0	0.74	0.253	0.634	0.093	0.144	0.59	0.0	0.711	0.225	0.606	0.064	0.166	0.613	0.0	0.734	0.248	0.628	0.087	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS077C35726	MFAP3L_CEACAM1	simple:O75121	simple:P13688	MFAP3L	CEACAM1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B490E802	DYSF_ANXA1	simple:O75923	simple:P04083	DYSF	ANXA1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.328	1.136	0.341	1.405	1.073	1.423	0.801	0.303	1.111	0.317	1.38	1.048	1.398	0.776	0.275	1.083	0.288	1.352	1.02	1.37	0.748	0.298	1.105	0.311	1.375	1.043	1.392	0.771	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS089283EF5	ERBB2_NRG1	simple:P04626	simple:Q02297	ERBB2	NRG1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.101	0.005	0.0	0.007	0.0	0.0	0.01	0.104	0.009	0.0	0.011	0.0	0.0	0.005	0.099	0.003	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0EDD3F6A8	HLA-DPB1_NRG1	simple:P04440	simple:Q02297	HLA-DPB1	NRG1	False	False	False	user_curated	False	0.0	0.628	0.722	0.626	0.0	0.628	0.0	0.0	1.593	1.687	1.591	0.0	1.593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.447	0.541	0.445	0.0	0.447	0.0	0.0	0.535	0.629	0.533	0.0	0.535	0.0	0.0	0.37	0.463	0.368	0.0	0.37	0.0	0.0	0.21	0.304	0.208	0.0	0.21	0.0
CPI-SS09375CA29	ADGRL1_NRG1	simple:O94910	simple:Q02297	ADGRL1	NRG1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.1	0.005	0.0	0.007	0.0	0.0	0.014	0.108	0.012	0.0	0.014	0.0	0.0	0.006	0.1	0.004	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS04767DDF0	CNIH1_TGFA	simple:O95406	simple:P01135	CNIH1	TGFA	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.121	0.0	0.0	0.0	0.0	0.0	0.0	0.153	0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.0
CPI-SS0ECA3C270	ITGB2_ICAM1	simple:P05107	simple:P05362	ITGB2	ICAM1	False	False	False	user_curated	False	0.0	0.066	0.0	0.093	0.035	0.17	0.0	0.0	0.598	0.0	0.626	0.567	0.702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.706	0.0	0.734	0.675	0.81	0.0	0.0	0.169	0.0	0.197	0.138	0.273	0.0	0.0	0.73	0.0	0.757	0.699	0.834	0.0	0.0	0.133	0.0	0.16	0.102	0.237	0.0
CPI-SS045A92630	IL2RA_ICAM1	simple:P01589	simple:P05362	IL2RA	ICAM1	False	False	False	user_curated	False	0.0	0.056	0.0	0.083	0.025	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.064	0.006	0.141	0.0	0.0	0.04	0.0	0.068	0.009	0.144	0.0	0.0	0.037	0.0	0.065	0.006	0.141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS096307FED	ERBB2_HSP90AA1	simple:P04626	simple:P07900	ERBB2	HSP90AA1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.955	0.983	1.181	0.944	1.171	0.857	1.049	0.958	0.987	1.184	0.947	1.174	0.86	1.052	0.953	0.981	1.179	0.942	1.168	0.855	1.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0ABC5C1B8	CD74_MIF	simple:P04233	simple:P14174	CD74	MIF	False	False	False	user_curated	False	2.205	2.198	1.842	2.194	2.542	2.129	2.276	2.689	2.682	2.326	2.678	3.026	2.613	2.76	0.816	0.809	0.453	0.805	1.153	0.74	0.887	1.938	1.931	1.575	1.926	2.274	1.862	2.008	1.694	1.687	1.331	1.682	2.03	1.618	1.764	1.897	1.89	1.534	1.886	2.234	1.821	1.968	1.223	1.216	0.86	1.212	1.56	1.147	1.294
CPI-SS0D4C221B8	ICAM1_AREG	simple:P05362	simple:P15514	ICAM1	AREG	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.339	0.0	0.129	0.244	0.104	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.113	0.367	0.0	0.157	0.272	0.131	0.207	0.054	0.308	0.0	0.098	0.213	0.073	0.149	0.189	0.443	0.0	0.233	0.348	0.208	0.284	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FCB7A7D8	ERBB2_AREG	simple:P04626	simple:P15514	ERBB2	AREG	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054	0.308	0.0	0.098	0.213	0.073	0.149	0.057	0.311	0.0	0.101	0.216	0.076	0.152	0.051	0.306	0.0	0.096	0.211	0.07	0.146	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS078A6F3C9	IFNAR1_JAK1	simple:P17181	simple:P23458	IFNAR1	JAK1	False	False	False	user_curated	False	0.504	0.383	0.0	0.266	0.222	0.266	0.312	0.565	0.443	0.0	0.326	0.282	0.327	0.373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.583	0.462	0.0	0.345	0.301	0.345	0.391	0.549	0.428	0.0	0.311	0.267	0.311	0.357	0.587	0.466	0.0	0.349	0.305	0.35	0.395	0.582	0.461	0.0	0.344	0.3	0.345	0.391
CPI-SS0DA033F03	TNFRSF1A_GRN	simple:P19438	simple:P28799	TNFRSF1A	GRN	False	False	False	user_curated	False	0.156	0.561	0.057	0.713	0.121	0.722	0.132	0.176	0.58	0.077	0.733	0.14	0.742	0.152	0.23	0.635	0.131	0.787	0.195	0.796	0.206	0.203	0.608	0.104	0.76	0.167	0.769	0.179	0.191	0.596	0.092	0.748	0.156	0.757	0.167	0.223	0.628	0.124	0.78	0.187	0.789	0.199	0.138	0.543	0.039	0.695	0.102	0.704	0.114
CPI-SS0C4E86714	TNFRSF1B_GRN	simple:P20333	simple:P28799	TNFRSF1B	GRN	False	False	False	user_curated	False	0.183	0.588	0.084	0.74	0.148	0.749	0.159	0.323	0.728	0.224	0.88	0.287	0.889	0.299	0.2	0.605	0.101	0.757	0.164	0.766	0.176	0.398	0.803	0.299	0.955	0.363	0.964	0.374	0.133	0.538	0.034	0.69	0.097	0.699	0.109	0.607	1.011	0.508	1.164	0.571	1.173	0.583	0.24	0.645	0.141	0.797	0.204	0.806	0.216
CPI-SS09406A30A	IGF1R_CAMP	simple:P08069	simple:P49913	IGF1R	CAMP	False	False	False	user_curated	False	0.034	0.025	0.0	0.024	0.0	0.029	0.0	0.046	0.036	0.0	0.036	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.031	0.0	0.03	0.0	0.036	0.0	0.1	0.091	0.0	0.09	0.0	0.095	0.0	0.049	0.04	0.0	0.04	0.0	0.045	0.0	0.03	0.021	0.0	0.021	0.0	0.026	0.0
CPI-SS0C321CE6D	FPR2_CAMP	simple:P25090	simple:P49913	FPR2	CAMP	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.008	0.0	0.007	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS079EEDE8D	ERBB2_NRG4	simple:P04626	simple:Q8WWG1	ERBB2	NRG4	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.042	0.013	0.024	0.0	0.0	0.034	0.0	0.046	0.016	0.028	0.0	0.0	0.028	0.0	0.04	0.01	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS04F28628D	C3_ITGB2	simple:P01024	simple:P05107	C3	ITGB2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.568	0.0	0.676	0.139	0.7	0.103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.565	0.0	0.673	0.136	0.697	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS028F0D726	PROC_ITGB2	simple:P04070	simple:P05107	PROC	ITGB2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.564	0.0	0.672	0.135	0.696	0.099	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0DAFE24B6	PLAU_ITGB2	simple:P00749	simple:P05107	PLAU	ITGB2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.569	0.0	0.676	0.139	0.7	0.103	0.056	0.589	0.0	0.697	0.16	0.72	0.123	0.035	0.568	0.0	0.675	0.139	0.699	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS008DD1B5A	PLAT_ITGB2	simple:P00750	simple:P05107	PLAT	ITGB2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.568	0.0	0.676	0.139	0.7	0.103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.565	0.0	0.672	0.136	0.696	0.099	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS032131570	HP_ITGB2	simple:P00738	simple:P05107	HP	ITGB2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.566	0.0	0.674	0.137	0.697	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS028712007	C3_ITGAM	simple:P01024	simple:P11215	C3	ITGAM	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.082	0.0	0.228	0.008	0.215	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.079	0.0	0.225	0.005	0.212	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS06DD43A6C	ICAM1_ITGAM	simple:P05362	simple:P11215	ICAM1	ITGAM	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.112	0.0	0.258	0.038	0.245	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.099	0.14	0.0	0.285	0.066	0.273	0.099	0.04	0.081	0.0	0.227	0.007	0.214	0.04	0.175	0.216	0.0	0.362	0.142	0.349	0.176	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS014B6C7D1	PROC_ITGAM	simple:P04070	simple:P11215	PROC	ITGAM	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.078	0.0	0.224	0.004	0.212	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0
