id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B|B	B|Ery	B|Gran	B|HSPC	B|Mono	B|NK	B|T	Ery|B	Ery|Ery	Ery|Gran	Ery|HSPC	Ery|Mono	Ery|NK	Ery|T	Gran|B	Gran|Ery	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|NK	Gran|T	HSPC|B	HSPC|Ery	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|NK	HSPC|T	Mono|B	Mono|Ery	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|NK	Mono|T	NK|B	NK|Ery	NK|Gran	NK|HSPC	NK|Mono	NK|NK	NK|T	T|B	T|Ery	T|Gran	T|HSPC	T|Mono	T|NK	T|T
CPI-SS057C9F78C	SDC1_HSPG2	simple:P18827	simple:P98160	SDC1	HSPG2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0878BC41E	ITGA2_HSPG2	simple:P17301	simple:P98160	ITGA2	HSPG2	False	False	False	user_curated	False	1.755																																																	
CPI-SS008AB1136	ITGAM_ICAM2	simple:P11215	simple:P13598	ITGAM	ICAM2	False	False	False	user_curated	False	1.755																																																	
CPI-SS07AF074F9	FGFR1_HSPG2	simple:P11362	simple:P98160	FGFR1	HSPG2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B055FFDB	ITGB1_HSPG2	simple:P05556	simple:P98160	ITGB1	HSPG2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0EC9548E7	RPSA_LAMB2	simple:P08865	simple:P55268	RPSA	LAMB2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0EBB7EB56	ITGB8_LAMB2	simple:P26012	simple:P55268	ITGB8	LAMB2	False	False	False	user_curated	False	1.755																																																	
CPI-SS08D69F005	ITGA3_LAMB2	simple:P26006	simple:P55268	ITGA3	LAMB2	False	False	False	user_curated	False	1.755																																																	
CPI-SS07DBE3785	ITGA2_LAMB2	simple:P17301	simple:P55268	ITGA2	LAMB2	False	False	False	user_curated	False	1.755																																																	
CPI-SS05D6A959B	ITGB4_LAMB2	simple:P16144	simple:P55268	ITGB4	LAMB2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0AD0C8458	ITGA6_LAMB2	simple:P23229	simple:P55268	ITGA6	LAMB2	False	False	False	user_curated	False	1.755																																																	
CPI-SS04A446AEA	CD44_LAMB2	simple:P16070	simple:P55268	CD44	LAMB2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0ED3B9E27	ITGAV_LAMB2	simple:P06756	simple:P55268	ITGAV	LAMB2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0BC9F7171	ITGB1_LAMB2	simple:P05556	simple:P55268	ITGB1	LAMB2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A527E6BF	ITGB1_TIMP2	simple:P05556	simple:P16035	ITGB1	TIMP2	False	False	False	user_curated	False	1.755																																																	
CPI-SS077FD92D7	ITGAV_LAMC1	simple:P06756	simple:P11047	ITGAV	LAMC1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0748AFB06	ITGB1_LAMC1	simple:P05556	simple:P11047	ITGB1	LAMC1	False	False	False	user_curated	False	1.755																																																	
CPI-SS00D3739D8	ITGAV_LAMB1	simple:P06756	simple:P07942	ITGAV	LAMB1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0309446DA	ITGAL_ICAM3	simple:P20701	simple:P32942	ITGAL	ICAM3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0551A73E8	PARD3_JAM3	simple:Q8TEW0	simple:Q9BX67	PARD3	JAM3	False	False	False	user_curated	False	1.755																																																	
CPI-SS07AC92176	ITGB1_COL9A2	simple:P05556	simple:Q14055	ITGB1	COL9A2	False	False	False	user_curated	False	1.755																																																	
CPI-SS072B76EB6	CHRM3_HSPG2	simple:P20309	simple:P98160	CHRM3	HSPG2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0EC492B0E	ITGAV_ADAM9	simple:P06756	simple:Q13443	ITGAV	ADAM9	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B8EBA205	CD44_COL9A3	simple:P16070	simple:Q14050	CD44	COL9A3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D5F3E145	SDC4_COL9A3	simple:P31431	simple:Q14050	SDC4	COL9A3	False	False	False	user_curated	False	1.755																																																	
CPI-SS09B291334	ITGB1_COL9A3	simple:P05556	simple:Q14050	ITGB1	COL9A3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D189578D	ITGA7_LAMB3	simple:Q13683	simple:Q13751	ITGA7	LAMB3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0C7918DF0	CD151_LAMB3	simple:P48509	simple:Q13751	CD151	LAMB3	False	False	False	user_curated	False	1.755																																																	
CPI-SS028D8B3FC	ITGB8_LAMB3	simple:P26012	simple:Q13751	ITGB8	LAMB3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E8C6A025	ITGA3_LAMB3	simple:P26006	simple:Q13751	ITGA3	LAMB3	False	False	False	user_curated	False	1.755																																																	
CPI-SS05D25F39E	ITGB2_JAM3	simple:P05107	simple:Q9BX67	ITGB2	JAM3	False	False	False	user_curated	False	1.755																																																	
CPI-SS03416049F	ITGA2_LAMB3	simple:P17301	simple:Q13751	ITGA2	LAMB3	False	False	False	user_curated	False	1.755																																																	
CPI-SS014AEC920	ITGB4_LAMB3	simple:P16144	simple:Q13751	ITGB4	LAMB3	False	False	False	user_curated	False	1.755																																																	
CPI-SS000ED271A	ITGA6_LAMB3	simple:P23229	simple:Q13751	ITGA6	LAMB3	False	False	False	user_curated	False	1.755																																																	
CPI-SS03F1EAC16	CD44_LAMB3	simple:P16070	simple:Q13751	CD44	LAMB3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0DCF25198	ITGAV_LAMB3	simple:P06756	simple:Q13751	ITGAV	LAMB3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0542D117A	ITGB1_JAM3	simple:P05556	simple:Q9BX67	ITGB1	JAM3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B1B1A596	ITGB1_LAMB3	simple:P05556	simple:Q13751	ITGB1	LAMB3	False	False	False	user_curated	False	1.755																																																	
CPI-SS03DCF5F14	ITGA3_ADAM9	simple:P26006	simple:Q13443	ITGA3	ADAM9	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A73CA3DC	ITGB5_ADAM9	simple:P18084	simple:Q13443	ITGB5	ADAM9	False	False	False	user_curated	False	1.755																																																	
CPI-SS03DE1223C	ITGAM_JAM3	simple:P11215	simple:Q9BX67	ITGAM	JAM3	False	False	False	user_curated	False	1.755																																																	
CPI-SS02C349770	ITGA6_ADAM9	simple:P23229	simple:Q13443	ITGA6	ADAM9	False	False	False	user_curated	False	1.755																																																	
CPI-SS005B4CFBA	ITGB1_ADAM9	simple:P05556	simple:Q13443	ITGB1	ADAM9	False	False	False	user_curated	False	1.755																																																	
CPI-SS02C0AA46D	LILRB2_IL23A	simple:Q8N423	simple:Q9NPF7	LILRB2	IL23A	False	False	False	user_curated	False	1.755																																																	
CPI-SS02E7D0F4D	LAMC1_DAG1	simple:P11047	simple:Q14118	LAMC1	DAG1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0ECE5AD29	IL12RB1_IL23A	simple:P42701	simple:Q9NPF7	IL12RB1	IL23A	False	False	False	user_curated	False	1.755																																																	
CPI-SS048C20B1D	MDGA1_NLGN3	simple:Q8NFP4	simple:Q9NZ94	MDGA1	NLGN3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0413D46BB	CD2_NLGN3	simple:P06729	simple:Q9NZ94	CD2	NLGN3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A4045603	CD2_CD59	simple:P06729	simple:P13987	CD2	CD59	False	False	False	user_curated	False	1.755																																																	
CPI-SS0CF2358E9	IL6ST_CTF1	simple:P40189	simple:Q16619	IL6ST	CTF1	False	False	False	user_curated	False	1.755																																																	
CPI-SS064281234	LAMP1_VSTM1	simple:P11279	simple:Q6UX27	LAMP1	VSTM1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0F76A0A74	MMP9_IFNAR1	simple:P14780	simple:P17181	MMP9	IFNAR1	False	False	False	user_curated	False	1.755																																																	
CPI-SS08877A081	LGALS9_COLEC12	simple:O00182	simple:Q5KU26	LGALS9	COLEC12	False	False	False	user_curated	False	1.755																																																	
CPI-SS06BA49E35	HP_ASGR1	simple:P00738	simple:P07306	HP	ASGR1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0566C7910	AGRN_ATP1A3	simple:O00468	simple:P13637	AGRN	ATP1A3	False	False	False	user_curated	False	1.755																																																	
CPI-SS029E933F2	ULBP2_HCST	simple:Q9BZM5	simple:Q9UBK5	ULBP2	HCST	False	False	False	user_curated	False	1.755																																																	
CPI-SS08C62174E	ULBP3_HCST	simple:Q9BZM4	simple:Q9UBK5	ULBP3	HCST	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B8087A17	MICA_HCST	simple:Q29983	simple:Q9UBK5	MICA	HCST	False	False	False	user_curated	False	1.755																																																	
CPI-SS0056BEE00	CD247_BTLA	simple:P20963	simple:Q7Z6A9	CD247	BTLA	False	False	False	user_curated	False	1.755																																																	
CPI-SS0FB4FDC64	HMGB1_HAVCR2	simple:P09429	simple:Q8TDQ0	HMGB1	HAVCR2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E2B3EF82	EPOR_CISH	simple:P19235	simple:Q9NSE2	EPOR	CISH	False	False	False	user_curated	False	1.755																																																	
CPI-SS05BACE560	EPOR_CRKL	simple:P19235	simple:P46109	EPOR	CRKL	False	False	False	user_curated	False	1.755																																																	
CPI-SS008113846	JAK2_BTK	simple:O60674	simple:Q06187	JAK2	BTK	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E3B5FD1B	TNFRSF10A_BTK	simple:O00220	simple:Q06187	TNFRSF10A	BTK	False	False	False	user_curated	False	1.755																																																	
CPI-SS091600C50	EPOR_BTK	simple:P19235	simple:Q06187	EPOR	BTK	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A03A0CBF	ADAM10_TSPAN10	simple:O14672	simple:Q9H1Z9	ADAM10	TSPAN10	False	False	False	user_curated	False	1.755																																																	
CPI-SS0868AEF95	ADAM10_TSPAN17	simple:O14672	simple:Q96FV3	ADAM10	TSPAN17	False	False	False	user_curated	False	1.755																																																	
CPI-SS0660CD281	ADAM10_TSPAN14	simple:O14672	simple:Q8NG11	ADAM10	TSPAN14	False	False	False	user_curated	False	1.755																																																	
CPI-SS01BCCEDA6	ADAM10_GPNMB	simple:O14672	simple:Q14956	ADAM10	GPNMB	False	False	False	user_curated	False	1.755																																																	
CPI-SS0CFC35868	TSPAN13_TSPAN5	simple:O95857	simple:P62079	TSPAN13	TSPAN5	False	False	False	user_curated	False	1.755																																																	
CPI-SS0BECC0DD3	ADAM10_TSPAN5	simple:O14672	simple:P62079	ADAM10	TSPAN5	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A2C1C6CE	ADAM10_TSPAN15	simple:O14672	simple:O95858	ADAM10	TSPAN15	False	False	False	user_curated	False	1.755																																																	
CPI-SS0B80D33CE	CEACAM1_HAVCR2	simple:P13688	simple:Q8TDQ0	CEACAM1	HAVCR2	False	False	False	user_curated	False	1.755																																																	
CPI-SS06D625799	ADAM10_TSPAN3	simple:O14672	simple:O60637	ADAM10	TSPAN3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A41D67A2	CD276_BTLA	simple:Q5ZPR3	simple:Q7Z6A9	CD276	BTLA	False	False	False	user_curated	False	1.755																																																	
CPI-SS075018616	KIR3DL1_TREML1	simple:P43629	simple:Q86YW5	KIR3DL1	TREML1	False	False	False	user_curated	False	1.755																																																	
CPI-SS00B8FBA7D	PTPRD_SLITRK4	simple:P23468	simple:Q8IW52	PTPRD	SLITRK4	False	False	False	user_curated	False	1.755																																																	
CPI-SS0D4BF6CA3	CD27_CD70	simple:P26842	simple:P32970	CD27	CD70	False	False	False	user_curated	False	1.755																																																	
CPI-SS0ECAA2324	IL10_CD70	simple:P22301	simple:P32970	IL10	CD70	False	False	False	user_curated	False	1.755																																																	
CPI-SS0AA47D179	TNFRSF13B_CD70	simple:O14836	simple:P32970	TNFRSF13B	CD70	False	False	False	user_curated	False	1.755																																																	
CPI-SS02BC55076	EFNB1_EVC2	simple:P98172	simple:Q86UK5	EFNB1	EVC2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0469D07EA	ICOSLG_CTLA4	simple:O75144	simple:P16410	ICOSLG	CTLA4	False	False	False	user_curated	False	1.755																																																	
CPI-SS0061538EC	ICOSLG_CD28	simple:O75144	simple:P10747	ICOSLG	CD28	False	False	False	user_curated	False	1.755																																																	
CPI-SS02B567BC7	PLXNC1_SEMA7A	simple:O60486	simple:O75326	PLXNC1	SEMA7A	False	False	False	user_curated	False	1.755																																																	
CPI-SS0119E6ECC	FARP2_PLXNA3	simple:O94887	simple:P51805	FARP2	PLXNA3	False	False	False	user_curated	False	1.755																																																	
CPI-SS0621B2743	IRAK4_TLR7	simple:Q9NWZ3	simple:Q9NYK1	IRAK4	TLR7	False	False	False	user_curated	False	1.755																																																	
CPI-SS09FA96171	HSP90B1_TLR7	simple:P14625	simple:Q9NYK1	HSP90B1	TLR7	False	False	False	user_curated	False	1.755																																																	
CPI-SS056053483	CD14_TLR1	simple:P08571	simple:Q15399	CD14	TLR1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0CC9F3B13	CD79A_BTLA	simple:P11912	simple:Q7Z6A9	CD79A	BTLA	False	False	False	user_curated	False	1.755																																																	
CPI-SS084FDDF43	VCAN_TLR1	simple:P13611	simple:Q15399	VCAN	TLR1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0E6842555	PSAP_CELSR1	simple:P07602	simple:Q9NYQ6	PSAP	CELSR1	False	False	False	user_curated	False	1.755																																																	
CPI-SS0A1E5628B	LTF_LRP11	simple:P02788	simple:Q86VZ4	LTF	LRP11	False	False	False	user_curated	False	1.755																																																	
CPI-SS060130A78	LTF_BTN3A2	simple:P02788	simple:P78410	LTF	BTN3A2	False	False	False	user_curated	False	1.755																																																	
CPI-SS0DDC6EF4D	LAG3_CLEC4G	simple:P18627	simple:Q6UXB4	LAG3	CLEC4G	False	False	False	user_curated	False	1.755																																																	
CPI-SS089716E86	CCR2_CYTL1	simple:P41597	simple:Q9NRR1	CCR2	CYTL1	False	False	False	user_curated	False	1.755																																																	
